resourceId,datArchive,resourceType,unrealAssetPath,referencingLayout,layoutName,referencingElement,notes
"0x06001AAF","client_portal.dat","Image","AC_UI_Icon_06001AAF","0x21000067","classic_pagelist","PageEntryTemplate",""
"0x06001AAF","client_portal.dat","Image","AC_UI_Icon_06001AAF","0x21000069","classic_contracts","ContractEntryTemplate",""
"0x06001AB0","client_portal.dat","Image","AC_UI_Icon_06001AB0","0x21000040","","Button_BlueStrip/StripButtonLeft",""
"0x06001AB1","client_portal.dat","Image","AC_UI_Icon_06001AB1","0x21000040","","Button_BlueStrip/StripButtonRight",""
"0x06001AB2","client_portal.dat","Image","AC_UI_Icon_06001AB2","0x21000040","","Button_BlueStrip/StripButtonLeft",""
"0x06001AB2","client_portal.dat","Image","AC_UI_Icon_06001AB2","0x21000040","","Button_BlueStrip/StripButtonLeft",""
"0x06001AB3","client_portal.dat","Image","AC_UI_Icon_06001AB3","0x21000040","","Button_BlueStrip/StripButtonRight",""
"0x06001AB3","client_portal.dat","Image","AC_UI_Icon_06001AB3","0x21000040","","Button_BlueStrip/StripButtonRight",""
"0x06001AB4","client_portal.dat","Image","AC_UI_Icon_06001AB4","0x21000040","","Button_BlueStrip/StripButtonLeft",""
"0x06001AB5","client_portal.dat","Image","AC_UI_Icon_06001AB5","0x21000040","","Button_BlueStrip/StripButtonRight",""
"0x06001DAE","client_portal.dat","Image","AC_UI_Icon_06001DAE","0x21000037","ItemSlot","ItemSlot_GenericOverlays/ItemSlot_Icon_TradeState",""
"0x06001DC4","client_portal.dat","Image","AC_UI_Icon_06001DC4","0x2100000D","classic_securetrade","RootSecureTrade_Field/Trade_ClearAllButon",""
"0x06001DC5","client_portal.dat","Image","AC_UI_Icon_06001DC5","0x2100000D","classic_securetrade","RootSecureTrade_Field/Trade_ClearAllButon",""
"0x06001DC6","client_portal.dat","Image","AC_UI_Icon_06001DC6","0x2100000D","classic_securetrade","RootSecureTrade_Field/Trade_ClearAllButon",""
"0x06001FD5","client_portal.dat","Image","AC_UI_Icon_06001FD5","0x2100001E","classic_minigame","RootMiniGame_Field/MiniGame_Background/MiniGame_BoardBase/MiniGame_PieceListBox",""
"0x06001FD6","client_portal.dat","Image","AC_UI_Icon_06001FD6","0x2100001E","classic_minigame","RootMiniGame_Field/MiniGame_Background/MiniGame_BoardBase/MiniGame_Board_TopEdge",""
"0x06001FD7","client_portal.dat","Image","AC_UI_Icon_06001FD7","0x2100001E","classic_minigame","RootMiniGame_Field/MiniGame_Background/MiniGame_BoardBase/MiniGame_Board_BottomEdge",""
"0x06001FD8","client_portal.dat","Image","AC_UI_Icon_06001FD8","0x2100001E","classic_minigame","RootMiniGame_Field/MiniGame_Background/MiniGame_BoardBase/MiniGame_Board_LeftEdge",""
"0x06001FD9","client_portal.dat","Image","AC_UI_Icon_06001FD9","0x2100001E","classic_minigame","RootMiniGame_Field/MiniGame_Background/MiniGame_BoardBase/MiniGame_Board_RightEdge",""
"0x060022BA","client_portal.dat","Image","AC_UI_Icon_060022BA","0x21000005","classic_gameplay","RootGameplay_Field",""
"0x060022BA","client_portal.dat","Image","AC_UI_Icon_060022BA","0x21000066","classic_journal","RootJournal_Field",""
"0x060022D5","client_portal.dat","Image","AC_UI_Icon_060022D5","0x21000016","classic_toolbar","RootToolbar_Field/SelectedObjectField/ToolbarManaMeter",""
"0x060022D6","client_portal.dat","Image","AC_UI_Icon_060022D6","0x21000016","classic_toolbar","RootToolbar_Field/SelectedObjectField/ToolbarManaMeter/2",""
"0x06002344","client_portal.dat","Image","AC_UI_Icon_06002344","0x2100000E","classic_slumlord","RootSlumlord_Field/HouseBuyPage/HouseBuyItemListFrame/HouseBuy_Button",""
"0x06002344","client_portal.dat","Image","AC_UI_Icon_06002344","0x2100001E","classic_minigame","MiniGame_ButtonTemplate",""
"0x06002345","client_portal.dat","Image","AC_UI_Icon_06002345","0x2100000E","classic_slumlord","RootSlumlord_Field/HouseBuyPage/HouseBuyItemListFrame/HouseBuy_Button",""
"0x06002345","client_portal.dat","Image","AC_UI_Icon_06002345","0x2100001E","classic_minigame","MiniGame_ButtonTemplate",""
"0x06002346","client_portal.dat","Image","AC_UI_Icon_06002346","0x2100000E","classic_slumlord","RootSlumlord_Field/HouseBuyPage/HouseBuyItemListFrame/HouseBuy_Button",""
"0x06002346","client_portal.dat","Image","AC_UI_Icon_06002346","0x2100001E","classic_minigame","MiniGame_ButtonTemplate",""
"0x06002347","client_portal.dat","Image","AC_UI_Icon_06002347","0x2100000E","classic_slumlord","RootSlumlord_Field/HouseMaintenancePage/HouseMaintenanceItemListFrame/HouseMaintenance_Button",""
"0x06002348","client_portal.dat","Image","AC_UI_Icon_06002348","0x2100000E","classic_slumlord","RootSlumlord_Field/HouseMaintenancePage/HouseMaintenanceItemListFrame/HouseMaintenance_Button",""
"0x06002349","client_portal.dat","Image","AC_UI_Icon_06002349","0x2100000E","classic_slumlord","RootSlumlord_Field/HouseMaintenancePage/HouseMaintenanceItemListFrame/HouseMaintenance_Button",""
"0x0600251C","client_portal.dat","Image","AC_UI_Icon_0600251C","0x21000030","classic_fellowship","FellowshipListBoxEntryTemplate/FellowHealth/2",""
"0x0600251D","client_portal.dat","Image","AC_UI_Icon_0600251D","0x21000030","classic_fellowship","FellowshipListBoxEntryTemplate/FellowHealth",""
"0x0600251E","client_portal.dat","Image","AC_UI_Icon_0600251E","0x21000030","classic_fellowship","FellowshipListBoxEntryTemplate/FellowMana/2",""
"0x0600251F","client_portal.dat","Image","AC_UI_Icon_0600251F","0x21000030","classic_fellowship","FellowshipListBoxEntryTemplate/FellowMana",""
"0x06002520","client_portal.dat","Image","AC_UI_Icon_06002520","0x21000030","classic_fellowship","FellowshipListBoxEntryTemplate/FellowStamina/2",""
"0x06002521","client_portal.dat","Image","AC_UI_Icon_06002521","0x21000030","classic_fellowship","FellowshipListBoxEntryTemplate/FellowStamina",""
"0x06002629","client_portal.dat","Image","AC_UI_Icon_06002629","0x21000015","classic_indicators","RootIndicators_Field/NegativeEffectsIndicator",""
"0x06002629","client_portal.dat","Image","AC_UI_Icon_06002629","0x21000015","classic_indicators","RootIndicators_Field/NegativeEffectsIndicator",""
"0x06002722","client_portal.dat","Image","AC_UI_Icon_06002722","0x21000032","classic_spellbook","RootSpellbook_Field/FilterBox",""
"0x06002817","client_portal.dat","Image","AC_UI_Icon_06002817","0x21000015","classic_indicators","RootIndicators_Field/MiniGameIndicator",""
"0x06002817","client_portal.dat","Image","AC_UI_Icon_06002817","0x21000015","classic_indicators","RootIndicators_Field/MiniGameIndicator",""
"0x06002D38","client_portal.dat","Image","AC_UI_Icon_06002D38","0x21000040","","Button_BlueStrip_Short/StripButtonRight",""
"0x06002D39","client_portal.dat","Image","AC_UI_Icon_06002D39","0x21000040","","Button_BlueStrip_Short/StripButtonRight",""
"0x06002D39","client_portal.dat","Image","AC_UI_Icon_06002D39","0x21000040","","Button_BlueStrip_Short/StripButtonRight",""
"0x06002D3A","client_portal.dat","Image","AC_UI_Icon_06002D3A","0x21000040","","Button_BlueStrip_Short/StripButtonRight",""
"0x06002D3B","client_portal.dat","Image","AC_UI_Icon_06002D3B","0x21000040","","Button_BlueStrip_Short/StripButtonLeft",""
"0x06002D3C","client_portal.dat","Image","AC_UI_Icon_06002D3C","0x21000040","","Button_BlueStrip_Short/StripButtonLeft",""
"0x06002D3C","client_portal.dat","Image","AC_UI_Icon_06002D3C","0x21000040","","Button_BlueStrip_Short/StripButtonLeft",""
"0x06002D3D","client_portal.dat","Image","AC_UI_Icon_06002D3D","0x21000040","","Button_BlueStrip_Short/StripButtonLeft",""
"0x060032C4","client_portal.dat","Image","AC_UI_Icon_060032C4","0x21000037","ItemSlot","ItemSlot_Equip_ClothesPants/ItemSlot_Icon",""
"0x060032C5","client_portal.dat","Image","AC_UI_Icon_060032C5","0x21000037","ItemSlot","ItemSlot_Equip_ClothesShirt/ItemSlot_Icon",""
"0x06004C4C","client_portal.dat","Image","AC_UI_Icon_06004C4C","0x2100000C","classic_salvage","SalvageButton_Template",""
"0x06004C4C","client_portal.dat","Image","AC_UI_Icon_06004C4C","0x21000012","classic_vendor","VendorItemButton",""
"0x06004C4C","client_portal.dat","Image","AC_UI_Icon_06004C4C","0x21000012","classic_vendor","VendorBuyButton",""
"0x06004C4C","client_portal.dat","Image","AC_UI_Icon_06004C4C","0x21000012","classic_vendor","VendorSellButton",""
"0x06004C4D","client_portal.dat","Image","AC_UI_Icon_06004C4D","0x2100000C","classic_salvage","SalvageButton_Template",""
"0x06004C4D","client_portal.dat","Image","AC_UI_Icon_06004C4D","0x21000012","classic_vendor","VendorItemButton",""
"0x06004C4D","client_portal.dat","Image","AC_UI_Icon_06004C4D","0x21000012","classic_vendor","VendorBuyButton",""
"0x06004C4D","client_portal.dat","Image","AC_UI_Icon_06004C4D","0x21000012","classic_vendor","VendorSellButton",""
"0x06004C4E","client_portal.dat","Image","AC_UI_Icon_06004C4E","0x2100000C","classic_salvage","SalvageButton_Template",""
"0x06004C4E","client_portal.dat","Image","AC_UI_Icon_06004C4E","0x21000012","classic_vendor","VendorItemButton",""
"0x06004C4E","client_portal.dat","Image","AC_UI_Icon_06004C4E","0x21000012","classic_vendor","VendorBuyButton",""
"0x06004C4E","client_portal.dat","Image","AC_UI_Icon_06004C4E","0x21000012","classic_vendor","VendorSellButton",""
"0x06004C5F","client_portal.dat","Image","AC_UI_Icon_06004C5F","0x2100003E","","Menu_Vendor_Scrollbar_16",""
"0x06004C5F","client_portal.dat","Image","AC_UI_Icon_06004C5F","0x2100003E","","VScrollbar_16",""
"0x06004C60","client_portal.dat","Image","AC_UI_Icon_06004C60","0x2100003E","","Menu_Vendor_Scrollbar_16/1/widget_top_field",""
"0x06004C60","client_portal.dat","Image","AC_UI_Icon_06004C60","0x2100003E","","VScrollbar_16/1/widget_top_field",""
"0x06004C61","client_portal.dat","Image","AC_UI_Icon_06004C61","0x2100003E","","Menu_Vendor_Scrollbar_16/1/widget_top_field",""
"0x06004C61","client_portal.dat","Image","AC_UI_Icon_06004C61","0x2100003E","","VScrollbar_16/1/widget_top_field",""
"0x06004C62","client_portal.dat","Image","AC_UI_Icon_06004C62","0x2100003E","","Menu_Vendor_Scrollbar_16/1/widget_top_field",""
"0x06004C62","client_portal.dat","Image","AC_UI_Icon_06004C62","0x2100003E","","VScrollbar_16/1/widget_top_field",""
"0x06004C63","client_portal.dat","Image","AC_UI_Icon_06004C63","0x2100003E","","Menu_Vendor_Scrollbar_16/1/widget_mid_field",""
"0x06004C63","client_portal.dat","Image","AC_UI_Icon_06004C63","0x2100003E","","VScrollbar_16/1/widget_mid_field",""
"0x06004C64","client_portal.dat","Image","AC_UI_Icon_06004C64","0x2100003E","","Menu_Vendor_Scrollbar_16/1/widget_mid_field",""
"0x06004C64","client_portal.dat","Image","AC_UI_Icon_06004C64","0x2100003E","","VScrollbar_16/1/widget_mid_field",""
"0x06004C65","client_portal.dat","Image","AC_UI_Icon_06004C65","0x2100003E","","Menu_Vendor_Scrollbar_16/1/widget_mid_field",""
"0x06004C65","client_portal.dat","Image","AC_UI_Icon_06004C65","0x2100003E","","VScrollbar_16/1/widget_mid_field",""
"0x06004C66","client_portal.dat","Image","AC_UI_Icon_06004C66","0x2100003E","","Menu_Vendor_Scrollbar_16/1/widget_bottom_field",""
"0x06004C66","client_portal.dat","Image","AC_UI_Icon_06004C66","0x2100003E","","VScrollbar_16/1/widget_bottom_field",""
"0x06004C67","client_portal.dat","Image","AC_UI_Icon_06004C67","0x2100003E","","Menu_Vendor_Scrollbar_16/1/widget_bottom_field",""
"0x06004C67","client_portal.dat","Image","AC_UI_Icon_06004C67","0x2100003E","","VScrollbar_16/1/widget_bottom_field",""
"0x06004C68","client_portal.dat","Image","AC_UI_Icon_06004C68","0x2100003E","","Menu_Vendor_Scrollbar_16/1/widget_bottom_field",""
"0x06004C68","client_portal.dat","Image","AC_UI_Icon_06004C68","0x2100003E","","VScrollbar_16/1/widget_bottom_field",""
"0x06004C69","client_portal.dat","Image","AC_UI_Icon_06004C69","0x2100003E","","Menu_Vendor_Scrollbar_16/ScrollBar_Down",""
"0x06004C69","client_portal.dat","Image","AC_UI_Icon_06004C69","0x2100003E","","VScrollbar_16/ScrollBar_Down",""
"0x06004C6A","client_portal.dat","Image","AC_UI_Icon_06004C6A","0x2100003E","","Menu_Vendor_Scrollbar_16/ScrollBar_Down",""
"0x06004C6A","client_portal.dat","Image","AC_UI_Icon_06004C6A","0x2100003E","","VScrollbar_16/ScrollBar_Down",""
"0x06004C6B","client_portal.dat","Image","AC_UI_Icon_06004C6B","0x2100003E","","Menu_Vendor_Scrollbar_16/ScrollBar_Down",""
"0x06004C6B","client_portal.dat","Image","AC_UI_Icon_06004C6B","0x2100003E","","VScrollbar_16/ScrollBar_Down",""
"0x06004C6C","client_portal.dat","Image","AC_UI_Icon_06004C6C","0x2100003E","","Menu_Vendor_Scrollbar_16/ScrollBar_Up",""
"0x06004C6C","client_portal.dat","Image","AC_UI_Icon_06004C6C","0x2100003E","","VScrollbar_16/ScrollBar_Up",""
"0x06004C6D","client_portal.dat","Image","AC_UI_Icon_06004C6D","0x2100003E","","Menu_Vendor_Scrollbar_16/ScrollBar_Up",""
"0x06004C6D","client_portal.dat","Image","AC_UI_Icon_06004C6D","0x2100003E","","VScrollbar_16/ScrollBar_Up",""
"0x06004C6E","client_portal.dat","Image","AC_UI_Icon_06004C6E","0x2100003E","","Menu_Vendor_Scrollbar_16/ScrollBar_Up",""
"0x06004C6E","client_portal.dat","Image","AC_UI_Icon_06004C6E","0x2100003E","","VScrollbar_16/ScrollBar_Up",""
"0x06004C6F","client_portal.dat","Image","AC_UI_Icon_06004C6F","0x2100003E","","HScrollbar_20",""
"0x06004C70","client_portal.dat","Image","AC_UI_Icon_06004C70","0x2100003E","","HScrollbar_20/1/widget_left_field",""
"0x06004C71","client_portal.dat","Image","AC_UI_Icon_06004C71","0x2100003E","","HScrollbar_20/1/widget_left_field",""
"0x06004C72","client_portal.dat","Image","AC_UI_Icon_06004C72","0x2100003E","","HScrollbar_20/1/widget_left_field",""
"0x06004C73","client_portal.dat","Image","AC_UI_Icon_06004C73","0x2100003E","","HScrollbar_20/1/widget_mid_field",""
"0x06004C74","client_portal.dat","Image","AC_UI_Icon_06004C74","0x2100003E","","HScrollbar_20/1/widget_mid_field",""
"0x06004C75","client_portal.dat","Image","AC_UI_Icon_06004C75","0x2100003E","","HScrollbar_20/1/widget_mid_field",""
"0x06004C76","client_portal.dat","Image","AC_UI_Icon_06004C76","0x2100003E","","HScrollbar_20/1/widget_right_field",""
"0x06004C77","client_portal.dat","Image","AC_UI_Icon_06004C77","0x2100003E","","HScrollbar_20/1/widget_right_field",""
"0x06004C78","client_portal.dat","Image","AC_UI_Icon_06004C78","0x2100003E","","HScrollbar_20/1/widget_right_field",""
"0x06004C79","client_portal.dat","Image","AC_UI_Icon_06004C79","0x2100003E","","HScrollbar_20/ScrollBar_Right",""
"0x06004C7A","client_portal.dat","Image","AC_UI_Icon_06004C7A","0x2100003E","","HScrollbar_20/ScrollBar_Right",""
"0x06004C7B","client_portal.dat","Image","AC_UI_Icon_06004C7B","0x2100003E","","HScrollbar_20/ScrollBar_Right",""
"0x06004C7C","client_portal.dat","Image","AC_UI_Icon_06004C7C","0x2100003E","","HScrollbar_20/ScrollBar_Left",""
"0x06004C7D","client_portal.dat","Image","AC_UI_Icon_06004C7D","0x2100003E","","HScrollbar_20/ScrollBar_Left",""
"0x06004C7E","client_portal.dat","Image","AC_UI_Icon_06004C7E","0x2100003E","","HScrollbar_20/ScrollBar_Left",""
"0x06004C7F","client_portal.dat","Image","AC_UI_Icon_06004C7F","0x2100003E","","HScrollbar_16",""
"0x06004C80","client_portal.dat","Image","AC_UI_Icon_06004C80","0x2100003E","","HScrollbar_16/1/widget_left_field",""
"0x06004C81","client_portal.dat","Image","AC_UI_Icon_06004C81","0x2100003E","","HScrollbar_16/1/widget_left_field",""
"0x06004C82","client_portal.dat","Image","AC_UI_Icon_06004C82","0x2100003E","","HScrollbar_16/1/widget_left_field",""
"0x06004C83","client_portal.dat","Image","AC_UI_Icon_06004C83","0x2100003E","","HScrollbar_16/1/widget_mid_field",""
"0x06004C84","client_portal.dat","Image","AC_UI_Icon_06004C84","0x2100003E","","HScrollbar_16/1/widget_mid_field",""
"0x06004C85","client_portal.dat","Image","AC_UI_Icon_06004C85","0x2100003E","","HScrollbar_16/1/widget_mid_field",""
"0x06004C86","client_portal.dat","Image","AC_UI_Icon_06004C86","0x2100003E","","HScrollbar_16/1/widget_right_field",""
"0x06004C87","client_portal.dat","Image","AC_UI_Icon_06004C87","0x2100003E","","HScrollbar_16/1/widget_right_field",""
"0x06004C88","client_portal.dat","Image","AC_UI_Icon_06004C88","0x2100003E","","HScrollbar_16/1/widget_right_field",""
"0x06004C89","client_portal.dat","Image","AC_UI_Icon_06004C89","0x2100003E","","HScrollbar_16/ScrollBar_Right",""
"0x06004C8A","client_portal.dat","Image","AC_UI_Icon_06004C8A","0x2100003E","","HScrollbar_16/ScrollBar_Right",""
"0x06004C8B","client_portal.dat","Image","AC_UI_Icon_06004C8B","0x2100003E","","HScrollbar_16/ScrollBar_Right",""
"0x06004C8C","client_portal.dat","Image","AC_UI_Icon_06004C8C","0x2100003E","","HScrollbar_16/ScrollBar_Left",""
"0x06004C8D","client_portal.dat","Image","AC_UI_Icon_06004C8D","0x2100003E","","HScrollbar_16/ScrollBar_Left",""
"0x06004C8E","client_portal.dat","Image","AC_UI_Icon_06004C8E","0x2100003E","","HScrollbar_16/ScrollBar_Left",""
"0x06004C8F","client_portal.dat","Image","AC_UI_Icon_06004C8F","0x21000040","","Button_ArrowLeft",""
"0x06004C90","client_portal.dat","Image","AC_UI_Icon_06004C90","0x21000040","","Button_ArrowLeft",""
"0x06004C91","client_portal.dat","Image","AC_UI_Icon_06004C91","0x21000040","","Button_ArrowLeft",""
"0x06004C92","client_portal.dat","Image","AC_UI_Icon_06004C92","0x21000040","","Button_ArrowRight",""
"0x06004C93","client_portal.dat","Image","AC_UI_Icon_06004C93","0x21000040","","Button_ArrowRight",""
"0x06004C94","client_portal.dat","Image","AC_UI_Icon_06004C94","0x21000040","","Button_RedBar/StripButtonLeft",""
"0x06004C95","client_portal.dat","Image","AC_UI_Icon_06004C95","0x21000040","","Button_RedBar/StripButtonLeft",""
"0x06004C96","client_portal.dat","Image","AC_UI_Icon_06004C96","0x21000040","","Button_RedBar/StripButtonLeft",""
"0x06004C96","client_portal.dat","Image","AC_UI_Icon_06004C96","0x21000040","","Button_RedBar/StripButtonLeft",""
"0x06004C97","client_portal.dat","Image","AC_UI_Icon_06004C97","0x21000040","","Button_RedBar/StripButtonMiddle",""
"0x06004C98","client_portal.dat","Image","AC_UI_Icon_06004C98","0x21000040","","Button_RedBar/StripButtonMiddle",""
"0x06004C99","client_portal.dat","Image","AC_UI_Icon_06004C99","0x21000040","","Button_RedBar/StripButtonMiddle",""
"0x06004C99","client_portal.dat","Image","AC_UI_Icon_06004C99","0x21000040","","Button_RedBar/StripButtonMiddle",""
"0x06004C9A","client_portal.dat","Image","AC_UI_Icon_06004C9A","0x21000040","","Button_RedBar/StripButtonRight",""
"0x06004C9B","client_portal.dat","Image","AC_UI_Icon_06004C9B","0x21000040","","Button_RedBar/StripButtonRight",""
"0x06004C9C","client_portal.dat","Image","AC_UI_Icon_06004C9C","0x21000040","","Button_RedBar/StripButtonRight",""
"0x06004C9C","client_portal.dat","Image","AC_UI_Icon_06004C9C","0x21000040","","Button_RedBar/StripButtonRight",""
"0x06004C9D","client_portal.dat","Alpha","AC_UI_Icon_06004C9D","0x21000040","","Button_RedLarge_Shadow",""
"0x06004C9E","client_portal.dat","Image","AC_UI_Icon_06004C9E","0x21000040","","Button_RedLarge_Shadow",""
"0x06004C9F","client_portal.dat","Image","AC_UI_Icon_06004C9F","0x21000040","","Button_RedLarge_Shadow",""
"0x06004CA0","client_portal.dat","Image","AC_UI_Icon_06004CA0","0x21000040","","Button_RedLarge_Shadow",""
"0x06004CA1","client_portal.dat","Image","AC_UI_Icon_06004CA1","0x21000040","","Button_RedLarge_Shadow",""
"0x06004CA2","client_portal.dat","Alpha","AC_UI_Icon_06004CA2","0x21000040","","Button_RedHuge_Shadow",""
"0x06004CA3","client_portal.dat","Image","AC_UI_Icon_06004CA3","0x21000040","","Button_RedHuge_Shadow",""
"0x06004CA4","client_portal.dat","Image","AC_UI_Icon_06004CA4","0x21000040","","Button_RedHuge_Shadow",""
"0x06004CA5","client_portal.dat","Image","AC_UI_Icon_06004CA5","0x21000040","","Button_RedHuge_Shadow",""
"0x06004CA6","client_portal.dat","Image","AC_UI_Icon_06004CA6","0x21000040","","Button_RedHuge_Shadow",""
"0x06004CA7","client_portal.dat","Image","AC_UI_Icon_06004CA7","0x21000040","","Button_OvalSparkleBorder",""
"0x06004CA8","client_portal.dat","Image","AC_UI_Icon_06004CA8","0x21000040","","Button_OvalSparkleBorder",""
"0x06004CA9","client_portal.dat","Image","AC_UI_Icon_06004CA9","0x21000040","","Button_OvalSparkleBorder",""
"0x06004CAA","client_portal.dat","Image","AC_UI_Icon_06004CAA","0x21000040","","Button_OvalSparkleBorder",""
"0x06004CAB","client_portal.dat","Image","AC_UI_Icon_06004CAB","0x21000040","","Button_BrownStrip/StripButtonLeft",""
"0x06004CAC","client_portal.dat","Image","AC_UI_Icon_06004CAC","0x21000040","","Button_BrownStrip/StripButtonLeft",""
"0x06004CAD","client_portal.dat","Image","AC_UI_Icon_06004CAD","0x21000040","","Button_BrownStrip/StripButtonLeft",""
"0x06004CAD","client_portal.dat","Image","AC_UI_Icon_06004CAD","0x21000040","","Button_BrownStrip/StripButtonLeft",""
"0x06004CAE","client_portal.dat","Image","AC_UI_Icon_06004CAE","0x21000040","","Button_BrownStrip/StripButtonRight",""
"0x06004CAF","client_portal.dat","Image","AC_UI_Icon_06004CAF","0x21000040","","Button_BrownStrip/StripButtonRight",""
"0x06004CB0","client_portal.dat","Image","AC_UI_Icon_06004CB0","0x21000040","","Button_BrownStrip/StripButtonRight",""
"0x06004CB0","client_portal.dat","Image","AC_UI_Icon_06004CB0","0x21000040","","Button_BrownStrip/StripButtonRight",""
"0x06004CB1","client_portal.dat","Alpha","AC_UI_Icon_06004CB1","0x21000040","","Button_CharManagement_EnterGame",""
"0x06004CB2","client_portal.dat","Image","AC_UI_Icon_06004CB2","0x21000040","","Button_CharManagement_EnterGame",""
"0x06004CB3","client_portal.dat","Image","AC_UI_Icon_06004CB3","0x21000040","","Button_CharManagement_EnterGame",""
"0x06004CB3","client_portal.dat","Image","AC_UI_Icon_06004CB3","0x21000040","","Button_CharManagement_EnterGame",""
"0x06004CB5","client_portal.dat","Image","AC_UI_Icon_06004CB5","0x21000040","","Button_CharManagement_EnterGame",""
"0x06004CB6","client_portal.dat","Image","AC_UI_Icon_06004CB6","0x21000040","","Button_GreenTriangle",""
"0x06004CB6","client_portal.dat","Image","AC_UI_Icon_06004CB6","0x2100004C","","CGSkillPanel/SkillUpArrow",""
"0x06004CB7","client_portal.dat","Image","AC_UI_Icon_06004CB7","0x21000040","","Button_GreenTriangle",""
"0x06004CB7","client_portal.dat","Image","AC_UI_Icon_06004CB7","0x2100004C","","CGSkillPanel/SkillUpArrow",""
"0x06004CB8","client_portal.dat","Image","AC_UI_Icon_06004CB8","0x2100000D","classic_securetrade","RootSecureTrade_Field/TradeOtherField/TradeOtherRightSideBevel",""
"0x06004CB8","client_portal.dat","Image","AC_UI_Icon_06004CB8","0x21000042","","Box_GoldBorder/left_edge",""
"0x06004CB8","client_portal.dat","Image","AC_UI_Icon_06004CB8","0x21000042","","Box_GoldBorder/right_edge",""
"0x06004CB8","client_portal.dat","Image","AC_UI_Icon_06004CB8","0x21000045","","StatManagement_Template/StatManagement_Header/StatManagement_Divider_Header",""
"0x06004CB8","client_portal.dat","Image","AC_UI_Icon_06004CB8","0x2100004C","","CGBox/left",""
"0x06004CB8","client_portal.dat","Image","AC_UI_Icon_06004CB8","0x2100004C","","CGBox/right",""
"0x06004CB9","client_portal.dat","Image","AC_UI_Icon_06004CB9","0x2100000D","classic_securetrade","RootSecureTrade_Field/TradeOtherField/TradeOtherTradeIndicator",""
"0x06004CBA","client_portal.dat","Image","AC_UI_Icon_06004CBA","0x2100000D","classic_securetrade","RootSecureTrade_Field/TradeOtherField/TradeOtherTradeIndicator",""
"0x06004CBB","client_portal.dat","Image","AC_UI_Icon_06004CBB","0x2100000D","classic_securetrade","RootSecureTrade_Field/TradeSelfField/TradeSelfTradeButton",""
"0x06004CBC","client_portal.dat","Image","AC_UI_Icon_06004CBC","0x2100000D","classic_securetrade","RootSecureTrade_Field/TradeSelfField/TradeSelfTradeButton",""
"0x06004CBD","client_portal.dat","Image","AC_UI_Icon_06004CBD","0x2100000D","classic_securetrade","RootSecureTrade_Field/TradeSelfField/TradeSelfTradeButton",""
"0x06004CBE","client_portal.dat","Image","AC_UI_Icon_06004CBE","0x2100000E","classic_slumlord","RootSlumlord_Field/HouseMaintenanceTab",""
"0x06004CBE","client_portal.dat","Image","AC_UI_Icon_06004CBE","0x2100000E","classic_slumlord","RootSlumlord_Field/HouseBuyTab",""
"0x06004CBF","client_portal.dat","Image","AC_UI_Icon_06004CBF","0x2100000E","classic_slumlord","RootSlumlord_Field/HouseMaintenanceTab",""
"0x06004CBF","client_portal.dat","Image","AC_UI_Icon_06004CBF","0x2100000E","classic_slumlord","RootSlumlord_Field/HouseBuyTab",""
"0x06004CC0","client_portal.dat","Image","AC_UI_Icon_06004CC0","0x21000002","disconnected","DisconnectedField/DisconnectedBox",""
"0x06004CC0","client_portal.dat","Image","AC_UI_Icon_06004CC0","0x21000058","classic_admin","RootAdmin_Field/AdminPanelFrame",""
"0x06004CC0","client_portal.dat","Image","AC_UI_Icon_06004CC0","0x21000074","classic_floatyradar","RootFloatyRadar_Field/RadarCoords",""
"0x06004CC1","client_portal.dat","Image","AC_UI_Icon_06004CC1","0x21000074","classic_floatyradar","RootFloatyRadar_Field/RadarImage",""
"0x06004CC2","client_portal.dat","Image","AC_UI_Icon_06004CC2","0x21000007","classic_combat","RootCombat_Field/background_left",""
"0x06004CC2","client_portal.dat","Image","AC_UI_Icon_06004CC2","0x21000007","classic_combat","RootCombat_Field/background_mid",""
"0x06004CC2","client_portal.dat","Image","AC_UI_Icon_06004CC2","0x21000007","classic_combat","RootCombat_Field/background_right",""
"0x06004CC2","client_portal.dat","Image","AC_UI_Icon_06004CC2","0x21000008","classic_externalcontainer","RootExternalContainer_Field",""
"0x06004CC2","client_portal.dat","Image","AC_UI_Icon_06004CC2","0x2100000C","classic_salvage","RootSalvage_Field",""
"0x06004CC2","client_portal.dat","Image","AC_UI_Icon_06004CC2","0x2100000D","classic_securetrade","RootSecureTrade_Field/TradeOtherField",""
"0x06004CC2","client_portal.dat","Image","AC_UI_Icon_06004CC2","0x2100000D","classic_securetrade","RootSecureTrade_Field/TradeSelfField",""
"0x06004CC2","client_portal.dat","Image","AC_UI_Icon_06004CC2","0x2100000E","classic_slumlord","RootSlumlord_Field",""
"0x06004CC2","client_portal.dat","Image","AC_UI_Icon_06004CC2","0x2100000E","classic_slumlord","RootSlumlord_Field/HouseBuyPage",""
"0x06004CC2","client_portal.dat","Image","AC_UI_Icon_06004CC2","0x2100000E","classic_slumlord","RootSlumlord_Field/HouseMaintenancePage",""
"0x06004CC2","client_portal.dat","Image","AC_UI_Icon_06004CC2","0x21000010","classic_spellcasting","RootSpellcasting_Field/SpellcastSlot_Background",""
"0x06004CC2","client_portal.dat","Image","AC_UI_Icon_06004CC2","0x21000010","classic_spellcasting","RootSpellcasting_Field/SpellcastSlot_TabBackground",""
